numinscription,codefiliere,codemodule,codeeltmodule,numsession,note
EtudLPGLAASRI038,LPGLAASRI,M02,M02A,1,14.29
EtudLPGLAASRI038,LPGLAASRI,M02,M02B,1,9.08
EtudLPGLAASRI038,LPGLAASRI,M03,M03A,1,12.27
EtudLPGLAASRI038,LPGLAASRI,M03,M03B,1,14.02
EtudLPGLAASRI038,LPGLAASRI,M04,M04A,1,17.26
EtudLPGLAASRI038,LPGLAASRI,M04,M04B,1,15.88
EtudLPGLAASRI038,LPGLAASRI,M05,M05A,1,4.72
EtudLPGLAASRI038,LPGLAASRI,M05,M05B,1,19.29
EtudLPGLAASRI038,LPGLAASRI,M06,M06A,1,12.03
EtudLPGLAASRI038,LPGLAASRI,M06,M06B,1,18.58
EtudLPGLAASRI038,LPGLAASRI,M07,M07A,1,10.25
EtudLPGLAASRI038,LPGLAASRI,M07,M07B,1,8.81
EtudLPGLAASRI038,LPGLAASRI,M08,M08A,1,11.2
EtudLPGLAASRI038,LPGLAASRI,M08,M08B,1,14.41
EtudLPGLAASRI038,LPGLAASRI,M09,M09A,1,11.85
EtudLPGLAASRI038,LPGLAASRI,M09,M09B,1,8.25
EtudLPGLAASRI038,LPGLAASRI,M10-11-12,M10A,1,13.55
EtudLPGLAASRI038,LPGLAASRI,M10-11-12,M10B,1,2.7
EtudLPGLAASRI038,LPGLAASRI,M10-11-12,M10C,1,2.37
EtudLPGLAASRI039,LPGLAASRI,M01,M01A,1,2.82
EtudLPGLAASRI039,LPGLAASRI,M01,M01B,1,11.48
EtudLPGLAASRI039,LPGLAASRI,M02,M02A,1,4.75
EtudLPGLAASRI039,LPGLAASRI,M02,M02B,1,1.27
EtudLPGLAASRI039,LPGLAASRI,M03,M03A,1,11.27
EtudLPGLAASRI039,LPGLAASRI,M03,M03B,1,10.11
EtudLPGLAASRI039,LPGLAASRI,M04,M04A,1,14.01
EtudLPGLAASRI039,LPGLAASRI,M04,M04B,1,16.76
EtudLPGLAASRI039,LPGLAASRI,M05,M05A,1,12.19
EtudLPGLAASRI039,LPGLAASRI,M05,M05B,1,17.64
EtudLPGLAASRI039,LPGLAASRI,M06,M06A,1,16.61
EtudLPGLAASRI039,LPGLAASRI,M06,M06B,1,13.06
EtudLPGLAASRI039,LPGLAASRI,M07,M07A,1,3.04
EtudLPGLAASRI039,LPGLAASRI,M07,M07B,1,19.52
EtudLPGLAASRI039,LPGLAASRI,M08,M08A,1,8.94
EtudLPGLAASRI039,LPGLAASRI,M08,M08B,1,8.78
EtudLPGLAASRI039,LPGLAASRI,M09,M09A,1,6.13
EtudLPGLAASRI039,LPGLAASRI,M09,M09B,1,10.02
EtudLPGLAASRI039,LPGLAASRI,M10-11-12,M10A,1,13.1
EtudLPGLAASRI039,LPGLAASRI,M10-11-12,M10B,1,15.33
EtudLPGLAASRI039,LPGLAASRI,M10-11-12,M10C,1,14.32
EtudLPGLAASRI040,LPGLAASRI,M01,M01A,1,0.32
EtudLPGLAASRI040,LPGLAASRI,M01,M01B,1,0.85
EtudLPGLAASRI040,LPGLAASRI,M02,M02A,1,5.44
EtudLPGLAASRI040,LPGLAASRI,M02,M02B,1,16.75
EtudLPGLAASRI040,LPGLAASRI,M03,M03A,1,17.66
EtudLPGLAASRI040,LPGLAASRI,M03,M03B,1,3.4
EtudLPGLAASRI040,LPGLAASRI,M04,M04A,1,1.77
EtudLPGLAASRI040,LPGLAASRI,M04,M04B,1,3.68
EtudLPGLAASRI040,LPGLAASRI,M05,M05A,1,13.08
EtudLPGLAASRI040,LPGLAASRI,M05,M05B,1,2.91
EtudLPGLAASRI040,LPGLAASRI,M06,M06A,1,19.42
EtudLPGLAASRI040,LPGLAASRI,M06,M06B,1,16.72
EtudLPGLAASRI040,LPGLAASRI,M07,M07A,1,0.69
EtudLPGLAASRI040,LPGLAASRI,M07,M07B,1,11.98
EtudLPGLAASRI040,LPGLAASRI,M08,M08A,1,1.22
EtudLPGLAASRI040,LPGLAASRI,M08,M08B,1,11.8
EtudLPGLAASRI040,LPGLAASRI,M09,M09A,1,18.49
EtudLPGLAASRI040,LPGLAASRI,M09,M09B,1,13.13
EtudLPGLAASRI040,LPGLAASRI,M10-11-12,M10A,1,1.78
EtudLPGLAASRI040,LPGLAASRI,M10-11-12,M10B,1,8.09
EtudLPGLAASRI040,LPGLAASRI,M10-11-12,M10C,1,15
EtudGI1001,GI,M01,M01C,1,7
EtudGI1003,GI,M01,M01A,1,7.51
EtudGI1004,GI,M01,M01C,1,8.55
EtudGI1004,GI,M01,M01B,1,15.9
EtudGI1004,GI,M01,M01A,1,18.68
EtudGI1005,GI,M01,M01C,1,5.46
EtudGI1005,GI,M01,M01B,1,9.51
EtudGI1005,GI,M01,M01A,1,14.81
EtudGI1006,GI,M01,M01C,1,14.31
EtudGI1006,GI,M01,M01B,1,17.06
EtudGI1006,GI,M01,M01A,1,0.18
EtudGI1007,GI,M01,M01C,1,19.67
EtudGI1007,GI,M01,M01B,1,0.9
EtudGI1007,GI,M01,M01A,1,13.49
EtudGI1008,GI,M01,M01C,1,6.4
EtudGI1008,GI,M01,M01B,1,19.36
EtudGI1008,GI,M01,M01A,1,7.56
EtudGI1009,GI,M01,M01C,1,17.6
EtudGI1009,GI,M01,M01B,1,2.53
EtudGI1009,GI,M01,M01A,1,8.17
EtudGI1010,GI,M01,M01C,1,9.61
EtudGI1010,GI,M01,M01B,1,7.49
EtudGI1010,GI,M01,M01A,1,14.12
EtudGI1011,GI,M01,M01C,1,15.09
EtudGI1011,GI,M01,M01B,1,11.57
EtudGI1011,GI,M01,M01A,1,11.04
EtudGI1012,GI,M01,M01C,1,12.68
EtudGI1012,GI,M01,M01B,1,4.28
EtudGI1012,GI,M01,M01A,1,7.42
EtudGI1013,GI,M01,M01C,1,9.11
EtudGI1013,GI,M01,M01B,1,7.18
EtudGI1013,GI,M01,M01A,1,3.18
EtudGI1014,GI,M01,M01C,1,12.98
EtudGI1014,GI,M01,M01B,1,3.29
EtudGI1014,GI,M01,M01A,1,15.71
EtudGI1015,GI,M01,M01C,1,5.29
EtudGI1015,GI,M01,M01B,1,6.18
EtudGI1015,GI,M01,M01A,1,19.83
EtudGI1016,GI,M01,M01C,1,2.53
EtudGI1016,GI,M01,M01B,1,9.99
EtudGI1016,GI,M01,M01A,1,18.13
EtudGI1017,GI,M01,M01C,1,11.83
EtudGI1017,GI,M01,M01B,1,19.68
EtudGI1017,GI,M01,M01A,1,9.57
EtudGI1018,GI,M01,M01C,1,19.73
EtudGI1018,GI,M01,M01B,1,2.86
EtudGI1018,GI,M01,M01A,1,17.97
EtudGI1019,GI,M01,M01C,1,6.04
EtudGI1019,GI,M01,M01B,1,17.63
EtudGI1019,GI,M01,M01A,1,10.8
EtudGI1020,GI,M01,M01C,1,6.34
EtudGI1020,GI,M01,M01B,1,18.75
EtudGI1020,GI,M01,M01A,1,8.89
EtudGI1021,GI,M01,M01C,1,16
EtudGI1021,GI,M01,M01B,1,14.91
EtudGI1021,GI,M01,M01A,1,3.36
EtudGI1022,GI,M01,M01C,1,19.66
EtudGI1022,GI,M01,M01B,1,3.92
EtudGI1022,GI,M01,M01A,1,18.38
EtudGI1023,GI,M01,M01C,1,17.77
EtudGI1023,GI,M01,M01B,1,18.13
EtudGI1023,GI,M01,M01A,1,13.93
EtudGI1024,GI,M01,M01C,1,12.64
EtudGI1024,GI,M01,M01B,1,19.27
EtudGI1024,GI,M01,M01A,1,1.39
EtudGI1025,GI,M01,M01C,1,0.51
EtudGI1025,GI,M01,M01B,1,15.92
EtudGI1025,GI,M01,M01A,1,7.57
EtudGI1026,GI,M01,M01C,1,8.9
EtudGI1026,GI,M01,M01B,1,14.05
EtudGI1026,GI,M01,M01A,1,13.36
EtudGI1027,GI,M01,M01C,1,1.17
EtudGI1027,GI,M01,M01B,1,7.08
EtudGI1027,GI,M01,M01A,1,2.85
EtudGI1028,GI,M01,M01C,1,11.86
EtudGI1028,GI,M01,M01B,1,10.6
EtudGI1028,GI,M01,M01A,1,11.7
EtudGI1029,GI,M01,M01C,1,14.85
EtudGI1029,GI,M01,M01B,1,4.71
EtudGI1029,GI,M01,M01A,1,16.78
EtudGI1030,GI,M01,M01C,1,0.94
EtudGI1030,GI,M01,M01B,1,13.88
EtudGI1030,GI,M01,M01A,1,18.69
EtudGI1031,GI,M01,M01C,1,8.24
EtudGI1031,GI,M01,M01B,1,6.16
EtudGI1031,GI,M01,M01A,1,8.4
EtudGI1032,GI,M01,M01C,1,9.51
EtudGI1032,GI,M01,M01B,1,6.56
EtudGI1032,GI,M01,M01A,1,2.95
EtudGI1033,GI,M01,M01C,1,3.69
EtudGI1033,GI,M01,M01B,1,7.91
EtudGI1033,GI,M01,M01A,1,0.94
EtudGI1034,GI,M01,M01C,1,16.43
EtudGI1034,GI,M01,M01B,1,19.08
EtudGI1034,GI,M01,M01A,1,11.52
EtudGI1035,GI,M01,M01C,1,11.48
EtudGI1035,GI,M01,M01B,1,16.76
EtudGI1035,GI,M01,M01A,1,10.43
EtudGI1036,GI,M01,M01C,1,16.91
EtudGI1036,GI,M01,M01B,1,6.73
EtudGI1036,GI,M01,M01A,1,17.84
EtudGI1037,GI,M01,M01C,1,9.53
EtudGI1037,GI,M01,M01B,1,0.07
EtudGI1037,GI,M01,M01A,1,7.74
EtudGI1038,GI,M01,M01C,1,19.91
EtudGI1038,GI,M01,M01B,1,16.65
EtudGI1038,GI,M01,M01A,1,18.47
EtudGI1039,GI,M01,M01C,1,11.99
EtudGI1039,GI,M01,M01B,1,9.92
EtudGI1039,GI,M01,M01A,1,2.12
EtudGI1040,GI,M01,M01C,1,6.69
EtudGI1040,GI,M01,M01B,1,2.77
EtudGI1040,GI,M01,M01A,1,9.23
EtudGI1041,GI,M01,M01C,1,15.6
EtudGI1041,GI,M01,M01B,1,12.69
EtudGI1041,GI,M01,M01A,1,19.47
EtudGI1042,GI,M01,M01C,1,0.87
EtudGI1042,GI,M01,M01B,1,8.77
EtudGI1042,GI,M01,M01A,1,12.35
EtudGI1043,GI,M01,M01C,1,11.45
EtudGI1043,GI,M01,M01B,1,16.2
EtudGI1043,GI,M01,M01A,1,3.77
EtudGI1044,GI,M01,M01C,1,12.72
EtudGI1044,GI,M01,M01B,1,2.86
EtudGI1044,GI,M01,M01A,1,8.94
EtudGI1045,GI,M01,M01C,1,5.66
EtudGI1045,GI,M01,M01B,1,5.36
EtudGI1045,GI,M01,M01A,1,0.49
EtudGI1046,GI,M01,M01C,1,11.15
EtudGI1046,GI,M01,M01B,1,5.67
EtudGI1046,GI,M01,M01A,1,11.9
EtudGI1047,GI,M01,M01C,1,14.66
EtudGI1047,GI,M01,M01B,1,17.38
EtudGI1047,GI,M01,M01A,1,10.56
EtudGI1048,GI,M01,M01C,1,6.63
EtudGI1048,GI,M01,M01B,1,19.93
EtudGI1048,GI,M01,M01A,1,18.36
EtudGI1049,GI,M01,M01C,1,14.79
EtudGI1049,GI,M01,M01B,1,2.08
EtudGI1049,GI,M01,M01A,1,4.78
EtudGI1050,GI,M01,M01C,1,1.26
EtudGI1050,GI,M01,M01B,1,19.71
EtudGI1050,GI,M01,M01A,1,11.77
EtudGI1051,GI,M01,M01C,1,15.64
EtudGI1051,GI,M01,M01B,1,9.35
EtudGI1051,GI,M01,M01A,1,0.65
EtudGI1052,GI,M01,M01C,1,1.1
EtudGI1052,GI,M01,M01B,1,10.68
EtudGI1052,GI,M01,M01A,1,16.96
EtudGI1053,GI,M01,M01C,1,19.38
EtudGI1053,GI,M01,M01B,1,7.45
EtudGI1053,GI,M01,M01A,1,14.3
EtudGI1054,GI,M01,M01C,1,6.19
EtudGI1054,GI,M01,M01B,1,6.1
EtudGI1054,GI,M01,M01A,1,0.36
EtudGI1055,GI,M01,M01C,1,17.14
EtudGI1055,GI,M01,M01B,1,8
EtudGI1055,GI,M01,M01A,1,2.33
EtudGI1056,GI,M01,M01C,1,3.43
EtudGI1056,GI,M01,M01B,1,13.37
EtudGI1056,GI,M01,M01A,1,13.03
EtudGI1057,GI,M01,M01C,1,1.26
EtudGI1057,GI,M01,M01B,1,2.96
EtudGI1057,GI,M01,M01A,1,13.25
EtudGI1058,GI,M01,M01C,1,14.51
EtudGI1058,GI,M01,M01B,1,13.59
EtudGI1058,GI,M01,M01A,1,0.66
EtudGI1059,GI,M01,M01C,1,12.27
EtudGI1059,GI,M01,M01B,1,0.04
EtudGI1059,GI,M01,M01A,1,10.97
EtudGI1060,GI,M01,M01C,1,7.22
EtudGI1060,GI,M01,M01B,1,17.47
EtudGI1060,GI,M01,M01A,1,17.94
EtudGI1061,GI,M01,M01C,1,1.95
EtudGI1061,GI,M01,M01B,1,11.53
EtudGI1061,GI,M01,M01A,1,8.61
EtudGI1062,GI,M01,M01C,1,11.29
EtudGI1062,GI,M01,M01B,1,10.92
EtudGI1062,GI,M01,M01A,1,1.02
EtudGI1063,GI,M01,M01C,1,17.97
EtudGI1063,GI,M01,M01B,1,7.47
EtudGI1063,GI,M01,M01A,1,3.49
EtudGI1064,GI,M01,M01C,1,18.19
EtudGI1064,GI,M01,M01B,1,12.96
EtudGI1064,GI,M01,M01A,1,15.56
EtudGI1065,GI,M01,M01C,1,14.77
EtudGI1065,GI,M01,M01B,1,8.13
EtudGI1065,GI,M01,M01A,1,4.38
EtudGI1066,GI,M01,M01C,1,19.93
EtudGI1066,GI,M01,M01B,1,11.77
EtudGI1066,GI,M01,M01A,1,1.9
EtudGI1067,GI,M01,M01C,1,9.62
EtudGI1067,GI,M01,M01B,1,7.55
EtudGI1067,GI,M01,M01A,1,8.75
EtudGI1068,GI,M01,M01C,1,9.44
EtudGI1068,GI,M01,M01B,1,9.85
EtudGI1068,GI,M01,M01A,1,1.37
EtudGI1069,GI,M01,M01C,1,15.82
EtudGI1069,GI,M01,M01B,1,17.62
EtudGI1069,GI,M01,M01A,1,6.86
EtudGI1070,GI,M01,M01C,1,15.84
EtudGI1070,GI,M01,M01B,1,13.62
EtudGI1070,GI,M01,M01A,1,9.11
EtudGI1071,GI,M01,M01C,1,17.82
EtudGI1071,GI,M01,M01B,1,4.96
EtudGI1071,GI,M01,M01A,1,11.16
EtudGI1072,GI,M01,M01C,1,6.06
EtudGI1072,GI,M01,M01B,1,0.04
EtudGI1072,GI,M01,M01A,1,3.29
EtudGI1073,GI,M01,M01C,1,4.74
EtudGI1073,GI,M01,M01B,1,8.51
EtudGI1073,GI,M01,M01A,1,16.44
EtudGI1074,GI,M01,M01C,1,17.41
EtudGI1074,GI,M01,M01B,1,12.08
EtudGI1074,GI,M01,M01A,1,8.3
EtudGI1075,GI,M01,M01C,1,13.72
EtudGI1075,GI,M01,M01B,1,16.21
EtudGI1075,GI,M01,M01A,1,20
EtudGI1076,GI,M01,M01C,1,9.36
EtudGI1076,GI,M01,M01B,1,5.61
EtudGI1076,GI,M01,M01A,1,14
EtudGI1077,GI,M01,M01C,1,13.88
EtudGI1077,GI,M01,M01B,1,16.78
EtudGI1077,GI,M01,M01A,1,14.6
EtudGI1078,GI,M01,M01C,1,8.84
EtudGI1078,GI,M01,M01B,1,12.97
EtudGI1078,GI,M01,M01A,1,11.44
EtudGI1079,GI,M01,M01C,1,16.36
EtudGI1079,GI,M01,M01B,1,0.96
EtudGI1079,GI,M01,M01A,1,12.75
EtudGI1080,GI,M01,M01C,1,1.2
EtudGI1080,GI,M01,M01B,1,16.33
EtudGI1080,GI,M01,M01A,1,1.66
EtudGI1081,GI,M01,M01C,1,3.81
EtudGI1081,GI,M01,M01B,1,0.02
EtudGI1081,GI,M01,M01A,1,10.51
EtudGI1082,GI,M01,M01C,1,13.13
EtudGI1082,GI,M01,M01B,1,7.77
EtudGI1082,GI,M01,M01A,1,7.56
EtudGI1083,GI,M01,M01C,1,9.16
EtudGI1083,GI,M01,M01B,1,3.72
EtudGI1083,GI,M01,M01A,1,3.93
EtudGI1084,GI,M01,M01C,1,13.43
EtudGI1084,GI,M01,M01B,1,9.65
EtudGI1084,GI,M01,M01A,1,14.81
EtudGI1085,GI,M01,M01C,1,4.87
EtudGI1085,GI,M01,M01B,1,4.24
EtudGI1085,GI,M01,M01A,1,2.98
EtudGI1086,GI,M01,M01C,1,2
EtudGI1086,GI,M01,M01B,1,2.48
EtudGI1086,GI,M01,M01A,1,2.31
EtudGI1087,GI,M01,M01C,1,16.84
EtudGI1087,GI,M01,M01B,1,2.09
EtudGI1087,GI,M01,M01A,1,15.63
EtudGI1088,GI,M01,M01C,1,0.62
EtudGI1088,GI,M01,M01B,1,10.15
EtudGI1088,GI,M01,M01A,1,14.14
EtudGI1089,GI,M01,M01C,1,1.94
EtudGI1089,GI,M01,M01B,1,18.4
EtudGI1089,GI,M01,M01A,1,1.78
EtudGI1090,GI,M01,M01C,1,6
EtudGI1090,GI,M01,M01B,1,15.06
EtudGI1090,GI,M01,M01A,1,10.16
EtudGI1091,GI,M01,M01C,1,16.65
EtudGI1091,GI,M01,M01B,1,14.76
EtudGI1091,GI,M01,M01A,1,18.53
EtudGI1092,GI,M01,M01C,1,3.16
EtudGI1092,GI,M01,M01B,1,0.95
EtudGI1092,GI,M01,M01A,1,7.82
EtudGI1093,GI,M01,M01C,1,12.3
EtudGI1093,GI,M01,M01B,1,12.71
EtudGI1093,GI,M01,M01A,1,14.11
EtudGI1094,GI,M01,M01C,1,0.12
EtudGI1094,GI,M01,M01B,1,18.79
EtudGI1094,GI,M01,M01A,1,4.31
EtudGI1095,GI,M01,M01C,1,17.77
EtudGI1095,GI,M01,M01B,1,19.98
EtudGI1095,GI,M01,M01A,1,15.42
EtudGI1096,GI,M01,M01C,1,8.91
EtudGI1096,GI,M01,M01B,1,13.63
EtudGI1096,GI,M01,M01A,1,11.07
EtudGI1097,GI,M01,M01C,1,8.18
EtudGI1097,GI,M01,M01B,1,11.61
EtudGI1097,GI,M01,M01A,1,14.54
EtudGI1098,GI,M01,M01C,1,19.06
EtudGI1098,GI,M01,M01B,1,17.43
EtudGI1098,GI,M01,M01A,1,13.19
EtudGI1099,GI,M01,M01C,1,12.49
EtudGI1099,GI,M01,M01B,1,10.05
EtudGI1099,GI,M01,M01A,1,19.45
EtudGI1100,GI,M01,M01C,1,12.71
EtudGI1100,GI,M01,M01B,1,8.27
EtudGI1100,GI,M01,M01A,1,1.09
EtudGI1101,GI,M01,M01C,1,14.46
EtudGI1101,GI,M01,M01B,1,1.4
EtudGI1101,GI,M01,M01A,1,19.63
EtudGI1102,GI,M01,M01C,1,4.4
EtudGI1102,GI,M01,M01B,1,9.46
EtudGI1102,GI,M01,M01A,1,4.15
EtudGI1103,GI,M01,M01C,1,15.03
EtudGI1103,GI,M01,M01B,1,3.51
EtudGI1103,GI,M01,M01A,1,8.86
EtudGI1104,GI,M01,M01C,1,14.01
EtudGI1104,GI,M01,M01B,1,2.21
EtudGI1104,GI,M01,M01A,1,5.01
EtudGI1105,GI,M01,M01C,1,0.99
EtudGI1105,GI,M01,M01B,1,13.21
EtudGI1105,GI,M01,M01A,1,14.09
EtudGI1106,GI,M01,M01C,1,2.98
EtudGI1106,GI,M01,M01B,1,10.35
EtudGI1106,GI,M01,M01A,1,16.67
EtudGI1107,GI,M01,M01C,1,16.2
EtudGI1107,GI,M01,M01B,1,7.45
EtudGI1107,GI,M01,M01A,1,3.46
EtudGI1108,GI,M01,M01C,1,12.23
EtudGI1108,GI,M01,M01B,1,2.17
EtudGI1108,GI,M01,M01A,1,13.84
EtudGI1109,GI,M01,M01C,1,6.31
EtudGI1109,GI,M01,M01B,1,15.83
EtudGI1109,GI,M01,M01A,1,7.37
EtudGI1110,GI,M01,M01C,1,0.6
EtudGI1110,GI,M01,M01B,1,10.68
EtudGI1110,GI,M01,M01A,1,18.5
EtudGI1111,GI,M01,M01C,1,0.79
EtudGI1111,GI,M01,M01B,1,18
EtudGI1111,GI,M01,M01A,1,8.79
EtudGI1112,GI,M01,M01C,1,19.41
EtudGI1112,GI,M01,M01B,1,15.25
EtudGI1112,GI,M01,M01A,1,7.04
EtudGI1113,GI,M01,M01C,1,7.03
EtudGI1113,GI,M01,M01B,1,10.08
EtudGI1113,GI,M01,M01A,1,4.9
EtudGI1114,GI,M01,M01C,1,13.87
EtudGI1114,GI,M01,M01B,1,0.26
EtudGI1114,GI,M01,M01A,1,19.82
EtudGI1115,GI,M01,M01C,1,2.48
EtudGI1115,GI,M01,M01B,1,18.77
EtudGI1115,GI,M01,M01A,1,14.29
EtudGI1116,GI,M01,M01C,1,10.81
EtudGI1116,GI,M01,M01B,1,0.18
EtudGI1116,GI,M01,M01A,1,19.26
EtudGI1117,GI,M01,M01C,1,12.74
EtudGI1117,GI,M01,M01B,1,19.7
EtudGI1117,GI,M01,M01A,1,4.81
EtudGI1118,GI,M01,M01C,1,12.27
EtudGI1118,GI,M01,M01B,1,0.66
EtudGI1118,GI,M01,M01A,1,6.13
EtudGI1119,GI,M01,M01C,1,7.73
EtudGI1119,GI,M01,M01B,1,1.2
EtudGI1119,GI,M01,M01A,1,5.59
EtudGI1120,GI,M01,M01C,1,19.71
EtudGI1120,GI,M01,M01B,1,12.55
EtudGI1120,GI,M01,M01A,1,7.31
EtudGI1121,GI,M01,M01C,1,10.62
EtudGI1121,GI,M01,M01B,1,5.37
EtudGI1121,GI,M01,M01A,1,0.13
EtudGI1122,GI,M01,M01C,1,14.2
EtudGI1122,GI,M01,M01B,1,16.24
EtudGI1122,GI,M01,M01A,1,2.05
EtudGI1123,GI,M01,M01C,1,13.67
EtudGI1123,GI,M01,M01B,1,15.94
EtudGI1123,GI,M01,M01A,1,19.92
EtudGI1124,GI,M01,M01C,1,6.15
EtudGI1124,GI,M01,M01B,1,10.75
EtudGI1124,GI,M01,M01A,1,7.72
EtudGI1125,GI,M01,M01C,1,4.92
EtudGI1125,GI,M01,M01B,1,13.26
EtudGI1125,GI,M01,M01A,1,10.54
EtudGI1126,GI,M01,M01C,1,9.44
EtudGI1126,GI,M01,M01B,1,13.23
EtudGI1126,GI,M01,M01A,1,1.5
EtudGI1127,GI,M01,M01C,1,9.48
EtudGI1127,GI,M01,M01B,1,13.56
EtudGI1127,GI,M01,M01A,1,19.68
EtudGI1128,GI,M01,M01C,1,15.65
EtudGI1128,GI,M01,M01B,1,7.88
EtudGI1128,GI,M01,M01A,1,14.31
EtudGI1129,GI,M01,M01C,1,4
EtudGI1129,GI,M01,M01B,1,1.41
EtudGI1129,GI,M01,M01A,1,2.31
EtudGI1130,GI,M01,M01C,1,4.22
EtudGI1130,GI,M01,M01B,1,11.31
EtudGI1130,GI,M01,M01A,1,17.94
EtudGI1001,GI,M02,M02B,1,17.47
EtudGI1001,GI,M02,M02A,1,11.26
EtudGI1002,GI,M02,M02B,1,5.45
EtudGI1002,GI,M02,M02A,1,17.33
EtudGI1003,GI,M02,M02B,1,9.62
EtudGI1003,GI,M02,M02A,1,4.54
EtudGI1004,GI,M02,M02B,1,8.68
EtudGI1004,GI,M02,M02A,1,12.65
EtudGI1005,GI,M02,M02B,1,17.11
EtudGI1005,GI,M02,M02A,1,15.28
EtudGI1006,GI,M02,M02B,1,19.93
EtudGI1006,GI,M02,M02A,1,19.9
EtudGI1007,GI,M02,M02B,1,8.67
EtudGI1007,GI,M02,M02A,1,0.55
EtudGI1008,GI,M02,M02B,1,5.19
EtudGI1008,GI,M02,M02A,1,19.98
EtudGI1009,GI,M02,M02B,1,15.62
EtudGI1009,GI,M02,M02A,1,19.45
EtudGI1010,GI,M02,M02B,1,19.63
EtudGI1010,GI,M02,M02A,1,8.48
EtudGI1011,GI,M02,M02B,1,9.43
EtudGI1011,GI,M02,M02A,1,1.95
EtudGI1012,GI,M02,M02B,1,3.91
EtudGI1012,GI,M02,M02A,1,6.68
EtudGI1013,GI,M02,M02B,1,13.55
EtudGI1013,GI,M02,M02A,1,10.09
EtudGI1014,GI,M02,M02B,1,5.91
EtudGI1014,GI,M02,M02A,1,4.07
EtudGI1015,GI,M02,M02B,1,9.66
EtudGI1015,GI,M02,M02A,1,17.49
EtudGI1016,GI,M02,M02B,1,5.17
EtudGI1016,GI,M02,M02A,1,11.45
EtudGI1017,GI,M02,M02B,1,10.21
EtudGI1017,GI,M02,M02A,1,6.99
EtudGI1018,GI,M02,M02B,1,16.73
EtudGI1018,GI,M02,M02A,1,16.73
EtudGI1019,GI,M02,M02B,1,5.21
EtudGI1019,GI,M02,M02A,1,16.23
EtudGI1020,GI,M02,M02B,1,14.12
EtudGI1020,GI,M02,M02A,1,8.37
EtudGI1021,GI,M02,M02B,1,11.44
EtudGI1021,GI,M02,M02A,1,8.62
EtudGI1022,GI,M02,M02B,1,2.29
EtudGI1022,GI,M02,M02A,1,2.98
EtudGI1023,GI,M02,M02B,1,14.47
EtudGI1023,GI,M02,M02A,1,11.85
EtudGI1024,GI,M02,M02B,1,17.54
EtudGI1024,GI,M02,M02A,1,14.7
EtudGI1025,GI,M02,M02B,1,19.93
EtudGI1025,GI,M02,M02A,1,9.31
EtudGI1026,GI,M02,M02B,1,7.08
EtudGI1026,GI,M02,M02A,1,19.11
EtudGI1027,GI,M02,M02B,1,12.14
EtudGI1027,GI,M02,M02A,1,2.13
EtudGI1028,GI,M02,M02B,1,9.62
EtudGI1028,GI,M02,M02A,1,19.81
EtudGI1029,GI,M02,M02B,1,19.95
EtudGI1029,GI,M02,M02A,1,3.32
EtudGI1030,GI,M02,M02B,1,3.77
EtudGI1030,GI,M02,M02A,1,12.35
EtudGI1031,GI,M02,M02B,1,16.8
EtudGI1031,GI,M02,M02A,1,0.99
EtudGI1032,GI,M02,M02B,1,14.28
EtudGI1032,GI,M02,M02A,1,18.7
EtudGI1033,GI,M02,M02B,1,1.75
EtudGI1033,GI,M02,M02A,1,18.52
EtudGI1034,GI,M02,M02B,1,18.59
EtudGI1034,GI,M02,M02A,1,13.33
EtudGI1035,GI,M02,M02B,1,19.15
EtudGI1035,GI,M02,M02A,1,16.92
EtudGI1036,GI,M02,M02B,1,18.41
EtudGI1036,GI,M02,M02A,1,15.07
EtudGI1037,GI,M02,M02B,1,7.5
EtudGI1037,GI,M02,M02A,1,11.92
EtudGI1038,GI,M02,M02B,1,11.27
EtudGI1038,GI,M02,M02A,1,0.52
EtudGI1039,GI,M02,M02B,1,13.48
EtudGI1039,GI,M02,M02A,1,18.1
EtudGI1040,GI,M02,M02B,1,14.25
EtudGI1040,GI,M02,M02A,1,16.64
EtudGI1041,GI,M02,M02B,1,0.3
EtudGI1041,GI,M02,M02A,1,8.32
EtudGI1042,GI,M02,M02B,1,3.2
EtudGI1042,GI,M02,M02A,1,0.15
EtudGI1043,GI,M02,M02B,1,3.52
EtudGI1043,GI,M02,M02A,1,1.9
EtudGI1044,GI,M02,M02B,1,12.43
EtudGI1044,GI,M02,M02A,1,18.55
EtudGI1045,GI,M02,M02B,1,0.17
EtudGI1045,GI,M02,M02A,1,13.91
EtudGI1046,GI,M02,M02B,1,7
EtudGI1046,GI,M02,M02A,1,3.62
EtudGI1047,GI,M02,M02B,1,15.6
EtudGI1047,GI,M02,M02A,1,14.68
EtudGI1048,GI,M02,M02B,1,7.39
EtudGI1048,GI,M02,M02A,1,19.3
EtudGI1049,GI,M02,M02B,1,17.42
EtudGI1049,GI,M02,M02A,1,7.16
EtudGI1050,GI,M02,M02B,1,17.69
EtudGI1050,GI,M02,M02A,1,8.37
EtudGI1051,GI,M02,M02B,1,7.16
EtudGI1051,GI,M02,M02A,1,6.07
EtudGI1052,GI,M02,M02B,1,15.94
EtudGI1052,GI,M02,M02A,1,18.26
EtudGI1053,GI,M02,M02B,1,2.28
EtudGI1053,GI,M02,M02A,1,0.98
EtudGI1054,GI,M02,M02B,1,1.27
EtudGI1054,GI,M02,M02A,1,18.1
EtudGI1055,GI,M02,M02B,1,6.48
